compa_ratio,compa_ratio_range,cost_center,country,current_rating,employee_id,ethnicity,gender,generation,high_performer,high_potential,hiring_source,is_leader,is_manager,job_family_group,job_level,job_profile,legal_full_name,length_of_service,location,management_level,manager_id,org_level_1,org_level_2,org_level_3,org_level_4,org_level_5,region,single_job_family,supervisory_org,tenure_category,total_compensation,age
0.705,Below Compa-Ratio,EMEA - France,France,2 - Needs Improvement,3168,White,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Sean White,0.263,Lyon,Individual Contributor,4685,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,00-01 Years,31000,22.0
1.024,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,3169,White,Female,Generation Y/Millenials (1981-1996),True,True,Internal,False,False,Development,P4,IT - Product Development - Senior QA,Katie Nelson,8.263,London,Individual Contributor,4487,Shareholders,Board,Technology & IT,Technology,Product,EMEA,IT - Product Development,Product,05-10 Years,90100,34.0
0.834,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3170,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 QA,Kevin Silva,4.156,San Francisco,Individual Contributor,3489,Shareholders,Board,Technology & IT,IT,,AMER,IT - Product Development,IT,02-05 Years,56300,27.0
0.873,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,3171,Asian,Female,Generation Z (1997 and onwards),False,False,Internal,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Ms. Laura Butler,0.208,Singapore,Individual Contributor,1096,Shareholders,Board,Technology & IT,Technology,Engineering,APAC,IT - Product Development,Engineering,00-01 Years,33600,24.0
1.072,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3172,White,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Patricia Rhodes,3.395,San Francisco,Individual Contributor,5393,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,02-05 Years,83100,31.0
1.359,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,3173,White,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,Alexander Maldonado,6.011,Toronto,Individual Contributor,4119,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,105300,32.0
0.764,Below Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,3174,White,Female,Generation Z (1997 and onwards),False,False,Recruiter,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Jennifer Garza,0.364,Paris,Individual Contributor,3289,Shareholders,Board,Technology & IT,IT,Systems,EMEA,IT - Product Development,Systems,00-01 Years,33600,22.0
0.843,Below Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3175,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Sales,P2,Sales - Direct Sales - P2 Direct Sales Representative,Russell Hernandez,5.233,Montreal,Individual Contributor,5241,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,05-10 Years,56900,27.0
1.515,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,3176,Asian,Female,Generation X (1965-1980),True,False,Linkedin,True,True,Executive,M7,Board Management - Vice President,Sandra Keller,1.742,Seoul,Vice President,3115,Shareholders,Board,,,,APAC,Board Management,Board,01-02 Years,376600,52.0
1.257,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,3177,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P4,IT - Product Development - Senior Software Engineer,Tyler Wheeler,7.079,Toronto,Individual Contributor,1674,Shareholders,Board,Technology & IT,Technology,Product,AMER,IT - Product Development,Product,05-10 Years,138300,36.0
1.206,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,3178,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Wayne Douglas,8.899,London,Individual Contributor,1916,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Direct Sales,Customer Care,05-10 Years,106100,34.0
0.814,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,3179,White,Male,Baby Boomers (1946-1964),False,False,Agency,False,True,Sales,M3,Sales - Management - Manager,Frederick Dennis,40.849,New York,Manager,2952,Shareholders,Board,Sales,,,AMER,Sales - Management,Sales,15+ Years,148500,62.0
0.809,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3180,Hispanic,Female,Generation X (1965-1980),False,True,Linkedin,False,True,Development,M3,IT - Product Management - Manager,Tina Carroll,9.386,London,Manager,2909,Shareholders,Board,Technology & IT,,,EMEA,IT - Product Management,Technology & IT,05-10 Years,118100,50.0
1.45,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3181,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Amber Schneider,0.436,Montreal,Individual Contributor,3504,Shareholders,Board,People & Operations,Performance management,,AMER,Human Resources,Performance management,00-01 Years,159500,35.0
1.246,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3182,White,Female,Generation X (1965-1980),False,False,Referral,True,True,Finance,M5,FA - Management - Director,Amy Jones,15.063,Toronto,Director,5105,Shareholders,Board,Finance,,,AMER,FA - Management,Finance,15+ Years,286600,55.0
1.588,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3183,Asian,Female,Baby Boomers (1946-1964),False,True,Recruiter,False,False,Sales,P5,Sales - Inside Sales - Principal Inside Sales Representative,Jane Ross,29.644,San Francisco,Individual Contributor,5689,Shareholders,Board,Sales,Marketing,Content Marketing,AMER,Sales - Inside Sales,Content Marketing,15+ Years,242100,65.0
0.848,Below Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3184,Asian,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Vincent Glenn,0.907,London,Individual Contributor,2381,Shareholders,Board,Technology & IT,IT,Security,EMEA,IT - Product Development,Security,00-01 Years,37300,23.0
0.87,Below Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,3185,Asian,Male,Generation Z (1997 and onwards),False,False,Internal,False,False,Development,P1,IT - Product Development - P1 QA,Samuel Martin,0.704,Singapore,Individual Contributor,4487,Shareholders,Board,Technology & IT,Technology,Product,APAC,IT - Product Development,Product,00-01 Years,33500,23.0
1.275,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,3186,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Dustin Goodwin,4.016,Toronto,Individual Contributor,3611,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,02-05 Years,140300,34.0
1.114,Above Compa-Ratio,AMER - Canada,Canada,5 - Outstanding Performance,3187,Hispanic,Male,Generation X (1965-1980),True,False,Linkedin,False,False,Development,P5,IT - Product Development - Principal Business Analytics,Bryan Henry,25.482,Edmonton,Individual Contributor,4788,Shareholders,Board,Technology & IT,Technology,Engineering,AMER,IT - Product Development,Engineering,15+ Years,169900,52.0
1.625,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3188,American Indian or Alaska Native,Male,Generation X (1965-1980),False,False,Corporate Website,False,False,Executive,P5,Executive Management - Principal Operations Executive,Robert Collins,1.786,Toronto,Vice President,2287,Shareholders,,,,,AMER,Executive Management,Shareholders,01-02 Years,247800,49.0
1.478,Above Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,3189,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Executive,P4,Board Management - Senior Board Associate,Carlos Wade,8.605,San Francisco,Vice President,2193,Shareholders,Board,,,,AMER,Board Management,Board,05-10 Years,162600,36.0
0.996,At Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3190,White,Female,Generation Y/Millenials (1981-1996),False,True,Referral,False,False,Finance,P3,FA - Accounting - P3 Finance Analyst,Kayla Burns,4.636,Toronto,Individual Contributor,4000,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,02-05 Years,77200,33.0
1.234,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3191,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,John Hart,1.26,New York,Individual Contributor,5829,Shareholders,Board,Sales,Marketing,Public Relations,AMER,Sales - Direct Sales,Public Relations,01-02 Years,135700,35.0
1.005,At Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,3192,White,Male,Generation X (1965-1980),False,False,Linkedin,True,True,Development,M5,IT - Product Management - Director,Peter Shepherd,12.049,Toronto,Director,1939,Shareholders,Board,Technology & IT,Technology,,AMER,IT - Product Management,Technology,10-15 Years,231200,50.0
0.935,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3193,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Jeffrey Simmons,2.723,Paris,Individual Contributor,4736,Shareholders,Board,Sales,Account Executives,,EMEA,Sales - Inside Sales,Account Executives,02-05 Years,58000,30.0
1.351,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,3194,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Finance,P4,FA - Accounting - Senior Accounting Settlement Specialist,Gloria Ford,5.63,Seoul,Individual Contributor,4536,Shareholders,Board,Finance,Financial Control,,APAC,FA - Accounting,Financial Control,05-10 Years,104000,36.0
1.252,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3195,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Corporate Website,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Melissa Moore,11.455,San Francisco,Individual Contributor,2545,Shareholders,Board,People & Operations,Recruitment,,AMER,Human Resources,Recruitment,10-15 Years,137700,36.0
1.021,At Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,3196,White,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Lori Warren,0.301,Paris,Individual Contributor,1823,Shareholders,Board,Finance,Financial Control,,EMEA,FA - Accounting,Financial Control,00-01 Years,63300,29.0
0.926,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3197,White,Male,Generation Z (1997 and onwards),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,Jeffrey Solomon,2.395,San Francisco,Individual Contributor,4489,Shareholders,Board,Sales,Marketing,Search Engine Optimization,AMER,Sales - Inside Sales,Search Engine Optimization,02-05 Years,62500,26.0
0.878,Below Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,3198,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Data Scientist,Charles Anderson,6.09,Seoul,Individual Contributor,3752,Shareholders,Board,Technology & IT,Technology,Engineering,APAC,IT - Product Development,Engineering,05-10 Years,41500,28.0
1.28,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,5 - Outstanding Performance,3199,Asian,Female,Generation X (1965-1980),True,False,Recruiter,False,False,Services,P5,Human Resources - Principal Human Resources Analyst,Sarah Mills,0.044,Singapore,Individual Contributor,2371,Shareholders,Board,People & Operations,Pay & Reward,,APAC,Human Resources,Pay & Reward,00-01 Years,136600,43.0
0.904,Below Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,3200,White,Male,Generation Z (1997 and onwards),True,False,Corporate Website,False,False,Development,P1,IT - Product Development - P1 Data Scientist,Anthony Jones,1.378,San Francisco,Individual Contributor,3396,Shareholders,Board,Technology & IT,IT,Security,AMER,IT - Product Development,Security,01-02 Years,49700,25.0
0.798,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3201,White,Female,Generation Z (1997 and onwards),False,True,Referral,False,False,Development,P1,IT - Product Development - P1 Business Analytics,Ashley Coleman,0.926,Marseille,Individual Contributor,5338,Shareholders,Board,Technology & IT,IT,Security,EMEA,IT - Product Development,Security,00-01 Years,35100,23.0
0.952,At Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,3202,White,Female,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Mary Carroll,0.699,San Francisco,Individual Contributor,2256,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,00-01 Years,73800,29.0
1.195,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,3203,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Development,P3,IT - Product Development - P3 Business Analytics,Dawn Miller,4.534,Paris,Individual Contributor,1502,Shareholders,Board,Technology & IT,Technology,Quality Assurance,EMEA,IT - Product Development,Quality Assurance,02-05 Years,74100,31.0
1.327,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,3204,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Legal - Corporate - P3 Legal Associate Consultant,Brian Stanley,4.932,Seoul,Individual Contributor,2812,Shareholders,Board,Legal,Compliance & Regulation,,APAC,Legal - Corporate,Compliance & Regulation,02-05 Years,72000,29.0
1.122,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,5 - Outstanding Performance,3205,White,Male,Generation Y/Millenials (1981-1996),True,False,Recruiter,False,False,Development,P4,IT - Product Development - Senior Data Scientist,Clarence Long,12.03,London,Individual Contributor,2172,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,10-15 Years,98700,36.0
0.891,Below Compa-Ratio,EMEA - France,France,5 - Outstanding Performance,3206,White,Female,Generation Z (1997 and onwards),True,False,Linkedin,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Sherri Evans,0.926,Paris,Individual Contributor,3220,Shareholders,Board,Finance,Accounting,,EMEA,FA - Accounting,Accounting,00-01 Years,48100,26.0
1.4,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3207,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Finance,P3,FA - Accounting - P3 Accounting Settlement Specialist,Jesse Santiago,6.493,Toronto,Individual Contributor,4000,Shareholders,Board,Finance,Financial Control,,AMER,FA - Accounting,Financial Control,05-10 Years,108500,31.0
1.218,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3208,Hispanic,Female,Generation Y/Millenials (1981-1996),False,False,Internal,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Deborah Levy,4.668,New York,Individual Contributor,5508,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Direct Sales,Account Executives,02-05 Years,94400,31.0
0.947,Below Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3209,Hispanic,Male,Generation Y/Millenials (1981-1996),False,True,Recruiter,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Cody Lopez,5.052,New York,Individual Contributor,2897,Shareholders,Board,Sales,Account Executives,,AMER,Sales - Inside Sales,Account Executives,05-10 Years,73400,31.0
1.234,Above Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3210,Hispanic,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,Larry Savage,3.189,Vancouver,Individual Contributor,2371,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,95600,33.0
1.428,Above Compa-Ratio,EMEA - France,France,4 - Exceeds Expectations,3211,White,Male,Baby Boomers (1946-1964),False,False,Referral,False,False,Development,P5,IT - Product Development - Principal Business Analytics,Joseph Smith,12.611,Paris,Individual Contributor,1289,Shareholders,Board,Technology & IT,IT,Security,EMEA,IT - Product Development,Security,10-15 Years,174200,61.0
0.834,Below Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3212,White,Female,Generation X (1965-1980),False,False,Corporate Website,False,True,Development,M3,IT - Product Management - Manager,Carolyn Woods,16.392,Marseille,Manager,3528,Shareholders,Board,Technology & IT,,,EMEA,IT - Product Management,Technology & IT,15+ Years,121800,49.0
1.622,Above Compa-Ratio,AMER - Canada,Canada,3 - Meets Expectations,3213,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,True,True,Executive,M8,Board Management - Executive Vice President,Sean Church,10.29,Toronto,Executive Vice President,3258,Shareholders,Board,,,,AMER,Board Management,Board,10-15 Years,689400,39.0
0.959,At Compa-Ratio,EMEA - France,France,3 - Meets Expectations,3214,Asian,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P2,IT - Product Development - P2 QA,John Montgomery,5.31,Marseille,Individual Contributor,3033,Shareholders,Board,Technology & IT,Technology,Product,EMEA,IT - Product Development,Product,05-10 Years,51800,28.0
1.054,Above Compa-Ratio,AMER - United States of America,United States of America,5 - Outstanding Performance,3215,American Indian or Alaska Native,Female,Generation Y/Millenials (1981-1996),True,False,Agency,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Mrs. Megan Vaughn,7.329,San Francisco,Individual Contributor,5069,Shareholders,Board,Technology & IT,Technology,Quality Assurance,AMER,IT - Product Development,Quality Assurance,05-10 Years,81700,32.0
1.183,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3216,White,Male,Generation Y/Millenials (1981-1996),False,False,Recruiter,False,False,Finance,P4,FA - Accounting - Senior Finance Analyst,Eric Martinez,3.901,San Francisco,Individual Contributor,4616,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,02-05 Years,130100,35.0
1.343,Above Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3217,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Analyst,Ashley Smith,3.627,Calgary,Individual Contributor,3394,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,104100,29.0
1.205,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,3218,Asian,Male,Generation Y/Millenials (1981-1996),True,True,Internal,False,False,Executive,P4,Board Management - Senior Board Associate,Dr. Daniel Wong,12.608,Busan,Vice President,2313,Shareholders,Board,,,,APAC,Board Management,Board,10-15 Years,92800,34.0
1.442,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,2 - Needs Improvement,3219,Black or African American,Female,Generation X (1965-1980),False,False,Linkedin,False,False,Services,P5,Legal - Corporate - Principal Legal Consultant,Jessica Garrett,17.408,Seoul,Individual Contributor,4096,Shareholders,Board,Legal,Compliance & Regulation,,APAC,Legal - Corporate,Compliance & Regulation,15+ Years,153900,56.0
0.955,At Compa-Ratio,Global Support - Asia/Pac,South Korea,5 - Outstanding Performance,3220,Asian,Male,Generation Y/Millenials (1981-1996),True,False,Referral,False,True,Finance,M4,FA - Management - Senior Manager,Connor Turner,0.833,Seoul,Manager,1823,Shareholders,Board,Finance,,,APAC,FA - Management,Finance,00-01 Years,132000,39.0
1.424,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3221,White,Male,Baby Boomers (1946-1964),False,False,Corporate Website,True,True,Development,M6,IT - Product Management - Senior Director,John Johnson,34.419,London,Director,5964,Shareholders,Board,Technology & IT,Technology,,EMEA,IT - Product Management,Technology,15+ Years,307600,60.0
1.166,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,1 - Unsatisfactory,3222,White,Female,Generation X (1965-1980),False,False,Recruiter,False,False,Finance,P5,FA - Accounting - Principal Finance Analyst,Brittany Park,24.123,London,Individual Contributor,2022,Shareholders,Board,Finance,Financial Control,,EMEA,FA - Accounting,Financial Control,15+ Years,142300,48.0
1.0,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3223,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Mrs. Shannon Richards,3.419,San Francisco,Individual Contributor,1849,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Inside Sales,Customer Care,02-05 Years,77500,31.0
1.086,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,3224,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P3,Sales - Inside Sales - P3 Inside Sales Representative,Laura Bass,0.463,Singapore,Individual Contributor,4643,Shareholders,Board,Sales,Marketing,Search Engine Optimization,APAC,Sales - Inside Sales,Search Engine Optimization,00-01 Years,58900,32.0
1.21,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,3225,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Executive,P4,Board Management - Senior Board Associate,Aimee Mccoy,13.255,Seoul,Vice President,1576,Shareholders,Board,,,,APAC,Board Management,Board,10-15 Years,93200,35.0
1.03,At Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,3226,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Executive,P4,Board Management - Senior Board Associate,Veronica Allison,9.055,Seoul,Vice President,5759,Shareholders,Board,,,,APAC,Board Management,Board,05-10 Years,79300,35.0
1.031,At Compa-Ratio,EMEA - United Kingdom,United Kingdom,2 - Needs Improvement,3227,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Kyle Spencer,8.756,London,Individual Contributor,5304,Shareholders,Board,Technology & IT,IT,Support Services,EMEA,IT - Product Development,Support Services,05-10 Years,63900,30.0
1.041,At Compa-Ratio,Global Support - Asia/Pac,Singapore,4 - Exceeds Expectations,3228,Asian,Female,Generation Y/Millenials (1981-1996),False,False,Agency,False,False,Development,P3,IT - Product Development - P3 Software Engineer,Katherine Tucker,6.258,Singapore,Individual Contributor,3785,Shareholders,Board,Technology & IT,IT,Security,APAC,IT - Product Development,Security,05-10 Years,56500,30.0
1.34,Above Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3229,White,Female,Generation X (1965-1980),False,False,Linkedin,False,False,Services,P5,Human Resources - Principal Human Resources Consultant,Lisa Gregory,14.485,San Francisco,Individual Contributor,5303,Shareholders,Board,People & Operations,Performance management,,AMER,Human Resources,Performance management,10-15 Years,204300,54.0
0.852,Below Compa-Ratio,EMEA - France,France,2 - Needs Improvement,3230,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P2,Sales - Inside Sales - P2 Inside Sales Representative,John Klein,3.86,Paris,Individual Contributor,5955,Shareholders,Board,Sales,Customer Care,,EMEA,Sales - Inside Sales,Customer Care,02-05 Years,46000,28.0
1.025,At Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3231,White,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Jennifer Stewart,8.742,Montreal,Individual Contributor,2974,Shareholders,Board,Sales,Marketing,Search Engine Optimization,AMER,Sales - Direct Sales,Search Engine Optimization,05-10 Years,112800,35.0
1.391,Above Compa-Ratio,EMEA - United Kingdom,United Kingdom,4 - Exceeds Expectations,3232,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,Steven Butler,10.649,London,Individual Contributor,1654,Shareholders,Board,People & Operations,,,EMEA,Human Resources,People & Operations,10-15 Years,122400,34.0
1.339,Above Compa-Ratio,AMER - United States of America,United States of America,1 - Unsatisfactory,3233,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Sales,P4,Sales - Direct Sales - Senior Direct Sales Representative,Johnny Mcmillan,5.063,New York,Individual Contributor,4228,Shareholders,Board,Sales,Customer Care,,AMER,Sales - Direct Sales,Customer Care,05-10 Years,147300,34.0
0.973,At Compa-Ratio,AMER - United States of America,United States of America,2 - Needs Improvement,3234,White,Male,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Services,P3,Human Resources - P3 Human Resources Consultant,Michael Smith,3.222,New York,Individual Contributor,2384,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,75400,29.0
1.004,At Compa-Ratio,AMER - Canada,Canada,2 - Needs Improvement,3235,Asian,Male,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Finance,P2,FA - Accounting - P2 Accounting Settlement Specialist,Corey Cooper,1.729,Montreal,Individual Contributor,5225,Shareholders,Board,Finance,Accounting,,AMER,FA - Accounting,Accounting,01-02 Years,67800,26.0
1.096,Above Compa-Ratio,AMER - Canada,Canada,1 - Unsatisfactory,3236,Black or African American,Male,Generation Y/Millenials (1981-1996),False,False,Linkedin,False,False,Services,P4,Human Resources - Senior Human Resources Consultant,Daniel Stout,2.655,Toronto,Individual Contributor,1654,Shareholders,Board,People & Operations,Pay & Reward,,AMER,Human Resources,Pay & Reward,02-05 Years,120600,34.0
1.388,Above Compa-Ratio,Global Support - Asia/Pac,Singapore,2 - Needs Improvement,3237,Black or African American,Female,Generation Y/Millenials (1981-1996),False,False,Corporate Website,False,False,Sales,P3,Sales - Direct Sales - P3 Direct Sales Representative,Lindsey Kirby,2.493,Singapore,Individual Contributor,3635,Shareholders,Board,Sales,Sales Development,,APAC,Sales - Direct Sales,Sales Development,02-05 Years,75300,30.0
0.893,Below Compa-Ratio,AMER - United States of America,United States of America,4 - Exceeds Expectations,3238,Asian,Female,Generation Z (1997 and onwards),False,False,Corporate Website,False,False,Development,P2,IT - Product Development - P2 Software Engineer,Bonnie Carter,0.195,New York,Individual Contributor,5044,Shareholders,Board,Technology & IT,Technology,Design,AMER,IT - Product Development,Design,00-01 Years,60300,26.0
0.804,Below Compa-Ratio,AMER - Canada,Canada,4 - Exceeds Expectations,3239,White,Female,Generation Z (1997 and onwards),False,False,Referral,False,False,Sales,P1,Sales - Inside Sales - P1 Inside Sales Representative,Toni Whitaker,3.014,Edmonton,Individual Contributor,2695,Shareholders,Board,Sales,Marketing,Media,AMER,Sales - Inside Sales,Media,02-05 Years,44200,25.0
1.077,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,4 - Exceeds Expectations,3240,White,Male,Generation Y/Millenials (1981-1996),False,False,Referral,False,False,Services,P4,Human Resources - Senior Human Resources Analyst,Nicholas Flynn,0.762,Seoul,Individual Contributor,2545,Shareholders,Board,People & Operations,Performance management,,APAC,Human Resources,Performance management,00-01 Years,82900,37.0
1.051,Above Compa-Ratio,Global Support - Asia/Pac,South Korea,3 - Meets Expectations,3241,Asian,Female,Generation Y/Millenials (1981-1996),False,True,Agency,False,False,Sales,P4,Sales - Inside Sales - Senior Inside Sales Representative,Sarah Howell,12.06,Seoul,Individual Contributor,3256,Shareholders,Board,Sales,Account Executives,,APAC,Sales - Inside Sales,Account Executives,10-15 Years,80900,36.0
1.225,Above Compa-Ratio,EMEA - France,France,1 - Unsatisfactory,3242,Hispanic,Male,Generation X (1965-1980),False,False,Referral,False,False,Development,P5,IT - Product Development - Principal QA,Paul Estrada,5.701,Paris,Individual Contributor,1583,Shareholders,Board,Technology & IT,Technology,Engineering,EMEA,IT - Product Development,Engineering,05-10 Years,149400,57.0
